roc_auc,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.6477913853353318,0.0356311911576519,gini,2,1,2
0.6477913853353318,0.0356311911576519,gini,2,1,5
0.6477913853353318,0.0356311911576519,gini,2,1,10
0.6477913853353318,0.0356311911576519,gini,2,1,20
0.6477913853353318,0.0356311911576519,gini,2,5,2
0.6477913853353318,0.0356311911576519,gini,2,5,5
0.6477913853353318,0.0356311911576519,gini,2,5,10
0.6477913853353318,0.0356311911576519,gini,2,5,20
0.6477913853353318,0.0356311911576519,gini,2,10,2
0.6477913853353318,0.0356311911576519,gini,2,10,5
0.6477913853353318,0.0356311911576519,gini,2,10,10
0.6477913853353318,0.0356311911576519,gini,2,10,20
0.6477913853353318,0.0356311911576519,gini,2,20,2
0.6477913853353318,0.0356311911576519,gini,2,20,5
0.6477913853353318,0.0356311911576519,gini,2,20,10
0.6477913853353318,0.0356311911576519,gini,2,20,20
0.7558579684382902,0.05396018958428856,gini,5,1,2
0.7575670536506927,0.05431225572321401,gini,5,1,5
0.7578934515940663,0.052371148917300166,gini,5,1,10
0.758212222866465,0.054470063222543455,gini,5,1,20
0.7564044476844443,0.05184416637394891,gini,5,5,2
0.7555835537811435,0.05077542122652439,gini,5,5,5
0.7574936655902397,0.05352723044264054,gini,5,5,10
0.7575809348917305,0.05370854594389236,gini,5,5,20
0.7592349703104988,0.05593237616675262,gini,5,10,2
0.7587681134356526,0.055254990997773236,gini,5,10,5
0.7591087480770788,0.05587554247180718,gini,5,10,10
0.7585731517091645,0.055151167510989536,gini,5,10,20
0.761797016069125,0.046046432123461184,gini,5,20,2
0.7618326151812412,0.04601561072711819,gini,5,20,5
0.7621590297003306,0.04628123308830821,gini,5,20,10
0.7618326151812412,0.04601561072711819,gini,5,20,20
0.7389541806330885,0.024093764534598282,gini,10,1,2
0.7503307812993071,0.027200272884880736,gini,10,1,5
0.7602243066368908,0.012064440610190717,gini,10,1,10
0.7776278762135864,0.02044360165618126,gini,10,1,20
0.7790283915857394,0.030222055759766553,gini,10,5,2
0.7787629959596877,0.03619860095707991,gini,10,5,5
0.780865323451702,0.03803924647785221,gini,10,5,10
0.7906339249869301,0.0417920829438299,gini,10,5,20
0.7949591719862742,0.041297482589277304,gini,10,10,2
0.7956992353327662,0.03987029364969729,gini,10,10,5
0.7945686536492781,0.04063489135439491,gini,10,10,10
0.7947664332474379,0.034884643936787356,gini,10,10,20
0.8118160431490191,0.030460609299061386,gini,10,20,2
0.8119121104720619,0.029626015248720466,gini,10,20,5
0.8107919420215353,0.03591341714262641,gini,10,20,10
0.8109061358105851,0.03561929514731639,gini,10,20,20
0.7183381876237677,0.05336905188470449,gini,15,1,2
0.7338857964128603,0.04206451865918502,gini,15,1,5
0.7590147564019928,0.027747949260052255,gini,15,1,10
0.7777165820771058,0.03767378059296073,gini,15,1,20
0.7736671236775663,0.03758911196271499,gini,15,5,2
0.7763698401684771,0.040438455907651084,gini,15,5,5
0.7720329036060617,0.04190153899911835,gini,15,5,10
0.7923425589715158,0.04441676836063679,gini,15,5,20
0.7957185497250661,0.020580790134635044,gini,15,10,2
0.7972065940849227,0.02234863650237039,gini,15,10,5
0.7972707494717227,0.02474323447597304,gini,15,10,10
0.7968495734276396,0.024512965313258223,gini,15,10,20
0.8196697203923552,0.02935589400836337,gini,15,20,2
0.819830066499193,0.02501475053887488,gini,15,20,5
0.8210922225305305,0.028367277647351523,gini,15,20,10
0.8173525145305487,0.028274995058008644,gini,15,20,20
0.7362070891094639,0.02598309905730272,gini,0,1,2
0.7479680014280163,0.03415279578626213,gini,0,1,5
0.7637324353126248,0.023393305202572996,gini,0,1,10
0.7821270411474461,0.02987903342199913,gini,0,1,20
0.7760842442702078,0.03488135781884168,gini,0,5,2
0.7792253608155753,0.03455959401932651,gini,0,5,5
0.7800765864368875,0.029818218561899326,gini,0,5,10
0.7946805378886053,0.03829707525060381,gini,0,5,20
0.7997389877298816,0.01997525813459897,gini,0,10,2
0.8006469207163995,0.021777554117092885,gini,0,10,5
0.7983354942541386,0.022517092482606735,gini,0,10,10
0.7990200878888649,0.01933931395480725,gini,0,10,20
0.8165444133962871,0.028883055821748913,gini,0,20,2
0.8204122793049354,0.03021281845574319,gini,0,20,5
0.8210784278515636,0.02617289239592098,gini,0,20,10
0.8201722887258354,0.029806047139899806,gini,0,20,20
0.6401825461470688,0.04458202685549775,entropy,2,1,2
0.6401825461470688,0.04458202685549775,entropy,2,1,5
0.6401825461470688,0.04458202685549775,entropy,2,1,10
0.6401825461470688,0.04458202685549775,entropy,2,1,20
0.6401825461470688,0.04458202685549775,entropy,2,5,2
0.6401825461470688,0.04458202685549775,entropy,2,5,5
0.6401825461470688,0.04458202685549775,entropy,2,5,10
0.6401825461470688,0.04458202685549775,entropy,2,5,20
0.6401825461470688,0.04458202685549775,entropy,2,10,2
0.6401825461470688,0.04458202685549775,entropy,2,10,5
0.6401825461470688,0.04458202685549775,entropy,2,10,10
0.6401825461470688,0.04458202685549775,entropy,2,10,20
0.6401825461470688,0.04458202685549775,entropy,2,20,2
0.6401825461470688,0.04458202685549775,entropy,2,20,5
0.6401825461470688,0.04458202685549775,entropy,2,20,10
0.6401825461470688,0.04458202685549775,entropy,2,20,20
0.7515620420382988,0.05095513390433426,entropy,5,1,2
0.75114247383864,0.05079895194374992,entropy,5,1,5
0.7519090343875747,0.05107274816658547,entropy,5,1,10
0.75192090075828,0.05123957388544119,entropy,5,1,20
0.752881988381602,0.05337109490639483,entropy,5,5,2
0.7533820574655016,0.054009033433658794,entropy,5,5,5
0.7530809245963693,0.052393479488514284,entropy,5,5,10
0.7540540111961225,0.05262146988466055,entropy,5,5,20
0.7549073143071374,0.04947701380832769,entropy,5,10,2
0.7558662599796399,0.05040584292568233,entropy,5,10,5
0.7555566937547014,0.0489391005075846,entropy,5,10,10
0.7559339533608718,0.050462847571486655,entropy,5,10,20
0.758890644809707,0.04276511521566203,entropy,5,20,2
0.7600898112795831,0.04105006556706055,entropy,5,20,5
0.7592256197650896,0.04349741753894675,entropy,5,20,10
0.7595236235074443,0.03986027204633383,entropy,5,20,20
0.779661440269832,0.01530229588008145,entropy,10,1,2
0.7819441944273992,0.010801619158077713,entropy,10,1,5
0.79047748154027,0.02074647126291441,entropy,10,1,10
0.8038269938771885,0.027929171349889263,entropy,10,1,20
0.7938521646540249,0.024468111553393256,entropy,10,5,2
0.7952661689752771,0.028622252252926444,entropy,10,5,5
0.7956713531371882,0.0259961719066919,entropy,10,5,10
0.8085074474138182,0.03240567079352687,entropy,10,5,20
0.8111078438533692,0.01836083586216878,entropy,10,10,2
0.8113243558520326,0.02628559993805062,entropy,10,10,5
0.8106948120109404,0.02305184319000402,entropy,10,10,10
0.8126963702018873,0.020887765905332624,entropy,10,10,20
0.8127258528749051,0.02977327286015748,entropy,10,20,2
0.8114149274044429,0.03152579212155135,entropy,10,20,5
0.81373277603567,0.028299610404115473,entropy,10,20,10
0.8130399479537262,0.028057802225134418,entropy,10,20,20
0.7525594894149138,0.021839607016372675,entropy,15,1,2
0.7578339595086206,0.031824048897546996,entropy,15,1,5
0.7782240660311686,0.023987347249103987,entropy,15,1,10
0.8003818087192611,0.023493670596548014,entropy,15,1,20
0.7887594012394731,0.029947888508297486,entropy,15,5,2
0.7879377282775337,0.03718076160005889,entropy,15,5,5
0.7824979154195744,0.03131900375566881,entropy,15,5,10
0.8059488383535836,0.03260621139344993,entropy,15,5,20
0.8157058534635271,0.02969811194458176,entropy,15,10,2
0.8167333415622553,0.02192940707218039,entropy,15,10,5
0.8166671399954376,0.02185495345856677,entropy,15,10,10
0.8149193191771564,0.02656196797394731,entropy,15,10,20
0.8166939410860017,0.029272629188025354,entropy,15,20,2
0.8179932211953013,0.030937788786908053,entropy,15,20,5
0.8164802598512333,0.032165913883965884,entropy,15,20,10
0.815869313963173,0.030249769713508637,entropy,15,20,20
0.7425521073278329,0.02036920729836633,entropy,0,1,2
0.7542692026627671,0.020253145678217295,entropy,0,1,5
0.7714911060787238,0.02141564676680891,entropy,0,1,10
0.7947573037115717,0.023150205661131,entropy,0,1,20
0.7877920240529106,0.02123843566662297,entropy,0,5,2
0.7867338285199481,0.02368099517906325,entropy,0,5,5
0.7836158258892714,0.02219001096699362,entropy,0,5,10
0.8047831032605576,0.029130436718009675,entropy,0,5,20
0.8162249846204984,0.01619944776776816,entropy,0,10,2
0.8111026482873658,0.02405084104445928,entropy,0,10,5
0.8143404380902727,0.025728045050460457,entropy,0,10,10
0.8125447226623074,0.026757796552533686,entropy,0,10,20
0.816082989672703,0.031277500625771,entropy,0,20,2
0.8172596849973086,0.029398317726544075,entropy,0,20,5
0.81632310733229,0.029211821932504555,entropy,0,20,10
0.817670528845263,0.02867187837321897,entropy,0,20,20
